id,asset_id,asset_name,display_name_en,description_en
health_regen,-468568924,DA_CharacterSkill_HealthRegen2,Health Regen++,"Restores {0} health every {1} seconds. When damage is taken
sky_clearing_swing,451795054,DA_CharacterSkill_MeleeDamageToDrones,Sky-Clearing Swing,{0}% Increased Melee Damage vs ARC
flyswatter,1223432054,DA_CharacterSkill_MeleeOneHitKill,Flyswatter,
effortless_swing,239822813,DA_CharacterSkill_MeleeStaminaCost,Effortless Swing,{0}% Decreased Melee Stamina Cost
running_repair,-1383736721,DA_CharacterSkill_MobileRepair,Running Repair,Allows Shield Rechargers to be used while running.
quickdraw,-1803869487,DA_CharacterSkill_Quickdraw,Quickdraw,Stowed or unequipped Pistols and Hand Cannons are {0}% faster to equip.
turtle_crawl,1762907913,DA_CharacterSkill_ReducedDBNODamage,Turtle Crawl,{0}% Reduced Damage While Downed
loaded_arms,1005334858,DA_CharacterSkill_ReducedWeaponEncumbrance,Loaded Arms,{0}% Reduced Equipped Weapon Weight
cloud_of_renewal,157122774,DA_CharacterSkill_RevivalTopUp,Cloud of Renewal,"When revived from being downed
proper_breathing,-1292067623,DA_CharacterSkill_StaminaRegen,Proper Breathing,
angry,603418267,DA_Emote_Angry,Angry,
backpack_adjust,660621190,DA_Emote_BackpackAdjust_02,Backpack Adjust,
beekeeper,-1213451322,DA_Emote_Beekeeper,Beekeeper,
heel_click,599821319,DA_Emote_BeltDance,Heel Click,
boo,1282584552,DA_Emote_Boo,Boo,
bow_and_arrow,1218869387,DA_Emote_BowAndArrow_00,Bow and Arrow,
formal_bow,-529211046,DA_Emote_Bow_04,Formal Bow,
cant_hear_you,2094385158,DA_Emote_CantHearYou_00,Can't Hear You,
cheer,-1946944212,DA_Emote_Cheer_00,Cheer,
clap_prayer,-1896442731,DA_Emote_ClapPrayer,Clap Prayer,
come_here,-1440156128,DA_Emote_ComeHereBoy_00,Come Here,
come_on,-2135940426,DA_Emote_ComeOn,Come On,
compasscheck,821218707,DA_Emote_CompassCheck,CompassCheck,
happy_jig,1364375749,DA_Emote_Dance,Happy Jig,
pointing_dance,-588820206,DA_Emote_Dance_01,Pointing Dance,
annoyed,526307698,DA_Emote_Deflated_00,Annoyed,
diving_bell,-1619694199,DA_Emote_DivingBell,Diving Bell,
dont_shoot,879219255,DA_Emote_DontShoot,Don't Shoot,
finger_gun_single_shot,265871845,DA_Emote_FingerGunDuel_00,Finger Gun Single Shot,
finger_gun_rapid_fire,-580824538,DA_Emote_FingerGunDuel_01,Finger Gun Rapid Fire,
fist_in_air,1165317823,DA_Emote_FistInAir,Fist in Air,
fist_shakes,951322671,DA_Emote_FistShakes_00,Fist Shakes,
fling_coin,-785704548,DA_Emote_FlingCoin_00,Fling Coin,
flirty_greeting,-1196575605,DA_Emote_FlirtyGreeting,Flirty Greeting,
greet,1961280641,DA_Emote_Greet,Greet,
hit_chest,1177897024,DA_Emote_HitChest_00,Hit Chest,
howdy,-341608431,DA_Emote_Howdy,Howdy,
howl,925016844,DA_Emote_Howl_00,Howl,
huntsman,-300242042,DA_Emote_Huntsman_00,Huntsman,
i_see_you,63564946,DA_Emote_ISeeYou,I See You,
just_stop,922282065,DA_Emote_JustStop,Just Stop,
horns,-1308477264,DA_Emote_Metal,Horns,
no,1483730433,DA_Emote_No,No,
hand_signals,-1795091651,DA_Emote_NonsensicalHandSignals,Hand Signals,
peace,-922026955,DA_Emote_Peace,Peace,
plantsmallflag,186997349,DA_Emote_PlantSmallFlag,PlantSmallFlag,
power_pose,-270221946,DA_Emote_PowerPose_00,Power Pose,
punch_hands,215376868,DA_Emote_PunchHands,Punch Hands,
right_here,1885643106,DA_Emote_RightHere_00,Right Here,
right_on,-1976290323,DA_Emote_RightOn,Right On,
step_dance,982910925,DA_Emote_RiverDance,Step Dance,
salute,1936179156,DA_Emote_Salute,Salute,
scout_ahead_2,-1739608943,DA_Emote_ScoutAhead_01,Scout Ahead 2,
slit_throat,708946708,DA_Emote_SlitThroat_00,Slit Throat,
hip_groove,582365160,DA_Emote_SlowDance,Hip Groove,
needs_a_shower,1275837188,DA_Emote_SmellyArmpit,Needs A Shower,
sorry,1151095036,DA_Emote_Sorry,Sorry,
spit_in_hands,-292337301,DA_Emote_SpitInHands_00,Spit In Hands,
squat,1338292578,DA_Emote_Squat,Squat,
torso_stretch,-1639787022,DA_Emote_Stretching_01,Torso Stretch,
leg_stretch,348256746,DA_Emote_Stretching_02,Leg Stretch,
team_up,1977040370,DA_Emote_TeamUp,Team Up?,
thank,1560027855,DA_Emote_Thank,Thank,
think_about_it,-2064468470,DA_Emote_ThinkAboutIt_00,Think About It,
buh_bye,-222608002,DA_Emote_Toodeloo,Buh-bye!,
glove_tug,-1264756154,DA_Emote_TugGlove_00,Glove Tug,
warm_up,394203845,DA_Emote_WarmUp_00,Warm Up,
water_bottle_empty,1343271787,DA_Emote_WaterBottleEmpty_00,Water Bottle Empty,
yes,1054405158,DA_Emote_Yes,Yes,
leaper,-541195755,DA_EnemyType_BullCrab,Leaper,
bastion,-1616729167,DA_EnemyType_Chonk,Bastion,
bombardier,-1311527696,DA_EnemyType_ChonkPlatform_Mortar,Bombardier,
firefly,-1524715377,DA_EnemyType_EliteDrone_Flamethrower,Firefly,
rocketeer,903845622,DA_EnemyType_HeavyDroneMissile,Rocketeer,
vaporizer,1639912088,DA_EnemyType_HeavyDrone_Laser,Vaporizer,
hornet,664422097,DA_EnemyType_LightDroneElite,Hornet,
wasp,672378114,DA_EnemyType_LightDrone_02,Wasp,
turbine,-400146311,DA_EnemyType_Monolith,Turbine,
queen,-1166795672,DA_EnemyType_Peppermint,Queen,
spotter,-1562077677,DA_EnemyType_Pinger,Spotter,
arc_surveyor,1143392102,DA_EnemyType_RollBot,ARC Surveyor,
comet,-1780443771,DA_EnemyType_Rollbot_Boom,Comet,
fireball,299263764,DA_EnemyType_RollBot_Flamethrower,Fireball,
pop,-504231823,DA_EnemyType_RollBot_Pop,Pop,
shredder,2015925366,DA_EnemyType_Runner,Shredder,
sentinel,-1122989322,DA_EnemyType_Sniper,Sentinel,
snitch,1786451563,DA_EnemyType_SnitchDrone,Snitch,
snitch,-688136541,DA_EnemyType_SnitchDrone_Onboarding,Snitch,
matriarch,1225943433,DA_EnemyType_Spearmint,Matriarch,
tick,-352140120,DA_EnemyType_Tick,Tick,
turret,913532953,DA_EnemyType_TurretEnemy,Turret,
inventoryaugmentcontainer,-1101416870,DA_Inventory_AugmentContainer,,
inventorybonusstashcontainert0,54581186,DA_Inventory_BonusStashContainer_T0,,
inventorybonusstashcontainert1,-379442490,DA_Inventory_BonusStashContainer_T1,,
inventorybonusstashcontainert2,-1966427791,DA_Inventory_BonusStashContainer_T2,,
inventorybonusstashcontainert3,935293732,DA_Inventory_BonusStashContainer_T3,,
inventorybonusstashcontainert4,-1773924766,DA_Inventory_BonusStashContainer_T4,,
inventorybonusstashcontainert5,282172005,DA_Inventory_BonusStashContainer_T5,,
inventorycontainerslotaugment,129937576,DA_Inventory_ContainerSlot_Augment,,
inventorycontainerslotbonusstash,952446854,DA_Inventory_ContainerSlot_BonusStash,,
inventorycontainerslotexpeditionstash,-205714511,DA_Inventory_ContainerSlot_ExpeditionStash,,
inventorycontainerslotsecretstash,-449948883,DA_Inventory_ContainerSlot_SecretStash,,
inventorycontainerslotstash,-2121050171,DA_Inventory_ContainerSlot_Stash,,
inventorycontentslotanyitem,1440007245,DA_Inventory_ContentSlot_AnyItem,,
inventorycontentslotarmorgeneric,-729631616,DA_Inventory_ContentSlot_Armor_Generic,,
inventorycontentslotarmorheavy,1185506783,DA_Inventory_ContentSlot_Armor_Heavy,,
inventorycontentslotarmorlight,-1537698006,DA_Inventory_ContentSlot_Armor_Light,,
inventorycontentslotarmormedium,719434862,DA_Inventory_ContentSlot_Armor_Medium,,
inventorycontentslotaugmentgeneric,-875777364,DA_Inventory_ContentSlot_Augment_Generic,,
inventorycontentslotauxiliarygrenade,662320250,DA_Inventory_ContentSlot_Auxiliary_Grenade,,
inventorycontentslotauxiliaryhealing,1251573558,DA_Inventory_ContentSlot_Auxiliary_Healing,,
inventorycontentslotauxiliarytrinket,-385059589,DA_Inventory_ContentSlot_Auxiliary_Trinket,,
inventorycontentslotauxiliaryutility,-22259425,DA_Inventory_ContentSlot_Auxiliary_Utility,,
inventorycontentslotbeltgeneric,-1277506061,DA_Inventory_ContentSlot_Belt_Generic,,
inventorycontentslotfirearmgeneric,-620731692,DA_Inventory_ContentSlot_Firearm_Generic,,
inventorycontentslotgadgetgeneric,958345526,DA_Inventory_ContentSlot_Gadget_Generic,,
inventorycontentslotmeleeweapongeneric,-666604429,DA_Inventory_ContentSlot_MeleeWeapon_Generic,,
inventorycontentslotsafepocket,-3680536,DA_Inventory_ContentSlot_SafePocket,,
inventorycontentslotxlsafepocket,2116860288,DA_Inventory_ContentSlot_XLSafePocket,,
inventoryexpeditionstashcontainert01,-2018598597,DA_Inventory_ExpeditionStashContainer_T01,,
inventoryexpeditionstashcontainert02,-1314674456,DA_Inventory_ExpeditionStashContainer_T02,,
inventoryexpeditionstashcontainert03,365599956,DA_Inventory_ExpeditionStashContainer_T03,,
inventoryexpeditionstashcontainert04,-250016123,DA_Inventory_ExpeditionStashContainer_T04,,
inventoryexpeditionstashcontainert05,678297130,DA_Inventory_ExpeditionStashContainer_T05,,
inventorylfcolonyrun,-1762977188,DA_Inventory_LF_ColonyRun,,
inventorylfcolonyruncontaineritemarmor,-1800388036,DA_Inventory_LF_ColonyRun_ContainerItem_Armor,,
inventorylfcolonyruncontaineritembackpack,-1044109275,DA_Inventory_LF_ColonyRun_ContainerItem_Backpack,,
inventorylfcolonyruncontaineritembelt,338187155,DA_Inventory_LF_ColonyRun_ContainerItem_Belt,,
inventorylfcolonyruncontaineritemfirearm1,-163423842,DA_Inventory_LF_ColonyRun_ContainerItem_Firearm1,,
inventorylfcolonyruncontaineritemfirearm2,1371736356,DA_Inventory_LF_ColonyRun_ContainerItem_Firearm2,,
inventorylfcolonyruncontaineritemgadget,-758207090,DA_Inventory_LF_ColonyRun_ContainerItem_Gadget,,
inventorylfcolonyruncontaineritemmelee,824056675,DA_Inventory_LF_ColonyRun_ContainerItem_Melee,,
inventorylfcolonyruncontainerslotarmor,1214177327,DA_Inventory_LF_ColonyRun_ContainerSlot_Armor,,
inventorylfcolonyruncontainerslotbackpack,1797852311,DA_Inventory_LF_ColonyRun_ContainerSlot_Backpack,,
inventorylfcolonyruncontainerslotbelt,129021826,DA_Inventory_LF_ColonyRun_ContainerSlot_Belt,,
inventorylfcolonyruncontainerslotfirearm1,991393122,DA_Inventory_LF_ColonyRun_ContainerSlot_Firearm1,,
inventorylfcolonyruncontainerslotfirearm2,391964100,DA_Inventory_LF_ColonyRun_ContainerSlot_Firearm2,,
inventorylfcolonyruncontainerslotgadget,1690033074,DA_Inventory_LF_ColonyRun_ContainerSlot_Gadget,,
inventorylfcolonyruncontainerslotmelee,616907284,DA_Inventory_LF_ColonyRun_ContainerSlot_Melee,,
inventorylfcombat,1897376358,DA_Inventory_LF_Combat,,
inventorylfcombatcontaineritemarmor,674016041,DA_Inventory_LF_Combat_ContainerItem_Armor,,
inventorylfcombatcontaineritembackpack,-789319588,DA_Inventory_LF_Combat_ContainerItem_Backpack,,
inventorylfcombatcontaineritembelt,451810634,DA_Inventory_LF_Combat_ContainerItem_Belt,,
inventorylfcombatcontaineritemgadget,-1489428350,DA_Inventory_LF_Combat_ContainerItem_Gadget,,
inventorylfcombatcontaineritemmelee,739335902,DA_Inventory_LF_Combat_ContainerItem_Melee,,
inventorylfcombatcontaineritemsafepocket,1143107268,DA_Inventory_LF_Combat_ContainerItem_SafePocket,,
inventorylfcombatcontaineritemweapon1,249424010,DA_Inventory_LF_Combat_ContainerItem_Weapon1,,
inventorylfcombatcontaineritemweapon2,-1911884959,DA_Inventory_LF_Combat_ContainerItem_Weapon2,,
inventorylfcombatcontainerslotarmor,-1087285259,DA_Inventory_LF_Combat_ContainerSlot_Armor,,
inventorylfcombatcontainerslotbackpack,-231897926,DA_Inventory_LF_Combat_ContainerSlot_Backpack,,
inventorylfcombatcontainerslotbelt,934912309,DA_Inventory_LF_Combat_ContainerSlot_Belt,,
inventorylfcombatcontainerslotgadget,425584754,DA_Inventory_LF_Combat_ContainerSlot_Gadget,,
inventorylfcombatcontainerslotmelee,-161869282,DA_Inventory_LF_Combat_ContainerSlot_Melee,,
inventorylfcombatcontainerslotsafepocket,-1090486732,DA_Inventory_LF_Combat_ContainerSlot_SafePocket,,
inventorylfcombatcontainerslotweapon1,-236286992,DA_Inventory_LF_Combat_ContainerSlot_Weapon1,,
inventorylfcombatcontainerslotweapon2,-106529686,DA_Inventory_LF_Combat_ContainerSlot_Weapon2,,
inventorylfcombatfreeloadout,-511039215,DA_Inventory_LF_Combat_FreeLoadout,,
inventorylfcombatfreeloadoutcontaineritemarmor,-883535668,DA_Inventory_LF_Combat_FreeLoadout_ContainerItem_Armor,,
inventorylfcombatfreeloadoutcontaineritembackpack,1258778631,DA_Inventory_LF_Combat_FreeLoadout_ContainerItem_Backpack,,
inventorylfcombatfreeloadoutcontaineritembelt,-140402977,DA_Inventory_LF_Combat_FreeLoadout_ContainerItem_Belt,,
inventorylfcombatfreeloadoutcontaineritemmelee,-2052547103,DA_Inventory_LF_Combat_FreeLoadout_ContainerItem_Melee,,
inventorylfcombatfreeloadoutcontaineritemweapon1,-668596565,DA_Inventory_LF_Combat_FreeLoadout_ContainerItem_Weapon1,,
inventorylfcombatfreeloadoutcontaineritemweapon2,-1090245720,DA_Inventory_LF_Combat_FreeLoadout_ContainerItem_Weapon2,,
inventorylfcombatfreeloadoutcontainerslotarmor,421044591,DA_Inventory_LF_Combat_FreeLoadout_ContainerSlot_Armor,,
inventorylfcombatfreeloadoutcontainerslotbackpack,805875451,DA_Inventory_LF_Combat_FreeLoadout_ContainerSlot_Backpack,,
inventorylfcombatfreeloadoutcontainerslotbelt,1552042079,DA_Inventory_LF_Combat_FreeLoadout_ContainerSlot_Belt,,
inventorylfcombatfreeloadoutcontainerslotmelee,1544130241,DA_Inventory_LF_Combat_FreeLoadout_ContainerSlot_Melee,,
inventorylfcombatfreeloadoutcontainerslotweapon1,-1397350467,DA_Inventory_LF_Combat_FreeLoadout_ContainerSlot_Weapon1,,
inventorylfcombatfreeloadoutcontainerslotweapon2,-171297932,DA_Inventory_LF_Combat_FreeLoadout_ContainerSlot_Weapon2,,
inventorylfcombatt1,485800788,DA_Inventory_LF_Combat_T1,,
inventorylfcombatt1containeritemarmor,-35282746,DA_Inventory_LF_Combat_T1_ContainerItem_Armor,,
inventorylfcombatt1containeritembackpack,-1475517378,DA_Inventory_LF_Combat_T1_ContainerItem_Backpack,,
inventorylfcombatt1containeritembelt,-1406187830,DA_Inventory_LF_Combat_T1_ContainerItem_Belt,,
inventorylfcombatt1containeritemmelee,-1719547500,DA_Inventory_LF_Combat_T1_ContainerItem_Melee,,
inventorylfcombatt1containeritemsafepocket,-2143848294,DA_Inventory_LF_Combat_T1_ContainerItem_SafePocket,,
inventorylfcombatt1containeritemweapon1,2039479872,DA_Inventory_LF_Combat_T1_ContainerItem_Weapon1,,
inventorylfcombatt1containeritemweapon2,-213901314,DA_Inventory_LF_Combat_T1_ContainerItem_Weapon2,,
inventorylfcombatt1containerslotarmor,-1347093084,DA_Inventory_LF_Combat_T1_ContainerSlot_Armor,,
inventorylfcombatt1containerslotbackpack,-901902086,DA_Inventory_LF_Combat_T1_ContainerSlot_Backpack,,
inventorylfcombatt1containerslotbelt,-560137962,DA_Inventory_LF_Combat_T1_ContainerSlot_Belt,,
inventorylfcombatt1containerslotmelee,819401007,DA_Inventory_LF_Combat_T1_ContainerSlot_Melee,,
inventorylfcombatt1containerslotsafepocket,-1444511024,DA_Inventory_LF_Combat_T1_ContainerSlot_SafePocket,,
inventorylfcombatt1containerslotweapon1,563421940,DA_Inventory_LF_Combat_T1_ContainerSlot_Weapon1,,
inventorylfcombatt1containerslotweapon2,-904081899,DA_Inventory_LF_Combat_T1_ContainerSlot_Weapon2,,
inventorylfcombatt2,-509905146,DA_Inventory_LF_Combat_T2,,
inventorylfcombatt2containeritemarmor,-1419234392,DA_Inventory_LF_Combat_T2_ContainerItem_Armor,,
inventorylfcombatt2containeritemauxiliary,-1040353317,DA_Inventory_LF_Combat_T2_ContainerItem_Auxiliary,,
inventorylfcombatt2containeritembackpack,1409280010,DA_Inventory_LF_Combat_T2_ContainerItem_Backpack,,
inventorylfcombatt2containeritembelt,-306087719,DA_Inventory_LF_Combat_T2_ContainerItem_Belt,,
inventorylfcombatt2containeritemmelee,-36502079,DA_Inventory_LF_Combat_T2_ContainerItem_Melee,,
inventorylfcombatt2containeritemsafepocket,-655883216,DA_Inventory_LF_Combat_T2_ContainerItem_SafePocket,,
inventorylfcombatt2containeritemweapon1,753492342,DA_Inventory_LF_Combat_T2_ContainerItem_Weapon1,,
inventorylfcombatt2containeritemweapon2,874940549,DA_Inventory_LF_Combat_T2_ContainerItem_Weapon2,,
inventorylfcombatt2containerslotarmor,-452616269,DA_Inventory_LF_Combat_T2_ContainerSlot_Armor,,
inventorylfcombatt2containerslotauxiliary,-1399416027,DA_Inventory_LF_Combat_T2_ContainerSlot_Auxiliary,,
inventorylfcombatt2containerslotbackpack,1723187391,DA_Inventory_LF_Combat_T2_ContainerSlot_Backpack,,
inventorylfcombatt2containerslotbelt,1459766980,DA_Inventory_LF_Combat_T2_ContainerSlot_Belt,,
inventorylfcombatt2containerslotmelee,213461731,DA_Inventory_LF_Combat_T2_ContainerSlot_Melee,,
inventorylfcombatt2containerslotsafepocket,1488174973,DA_Inventory_LF_Combat_T2_ContainerSlot_SafePocket,,
inventorylfcombatt2containerslotweapon1,-964635257,DA_Inventory_LF_Combat_T2_ContainerSlot_Weapon1,,
inventorylfcombatt2containerslotweapon2,-531431256,DA_Inventory_LF_Combat_T2_ContainerSlot_Weapon2,,
inventorylfcombatt3aggressive,-89981619,DA_Inventory_LF_Combat_T3_Aggressive,,
inventorylfcombatt3aggressivecontaineritemarmor,-1071655990,DA_Inventory_LF_Combat_T3_Aggressive_ContainerItem_Armor,,
inventorylfcombatt3aggressivecontaineritemauxiliary,1583304067,DA_Inventory_LF_Combat_T3_Aggressive_ContainerItem_Auxiliary,,
inventorylfcombatt3aggressivecontaineritembackpack,1694398732,DA_Inventory_LF_Combat_T3_Aggressive_ContainerItem_Backpack,,
inventorylfcombatt3aggressivecontaineritembelt,1033916320,DA_Inventory_LF_Combat_T3_Aggressive_ContainerItem_Belt,,
inventorylfcombatt3aggressivecontaineritemmelee,-1324415871,DA_Inventory_LF_Combat_T3_Aggressive_ContainerItem_Melee,,
inventorylfcombatt3aggressivecontaineritemsafepocket,-431519544,DA_Inventory_LF_Combat_T3_Aggressive_ContainerItem_SafePocket,,
inventorylfcombatt3aggressivecontaineritemweapon1,-602102392,DA_Inventory_LF_Combat_T3_Aggressive_ContainerItem_Weapon1,,
inventorylfcombatt3aggressivecontaineritemweapon2,969393157,DA_Inventory_LF_Combat_T3_Aggressive_ContainerItem_Weapon2,,
inventorylfcombatt3aggressivecontainerslotarmor,-1043144034,DA_Inventory_LF_Combat_T3_Aggressive_ContainerSlot_Armor,,
inventorylfcombatt3aggressivecontainerslotauxiliary,327584912,DA_Inventory_LF_Combat_T3_Aggressive_ContainerSlot_Auxiliary,,
inventorylfcombatt3aggressivecontainerslotbackpack,890005505,DA_Inventory_LF_Combat_T3_Aggressive_ContainerSlot_Backpack,,
inventorylfcombatt3aggressivecontainerslotbelt,1966717441,DA_Inventory_LF_Combat_T3_Aggressive_ContainerSlot_Belt,,
inventorylfcombatt3aggressivecontainerslotmelee,-1772888028,DA_Inventory_LF_Combat_T3_Aggressive_ContainerSlot_Melee,,
inventorylfcombatt3aggressivecontainerslotsafepocket,1381051701,DA_Inventory_LF_Combat_T3_Aggressive_ContainerSlot_SafePocket,,
inventorylfcombatt3aggressivecontainerslotweapon1,-502457539,DA_Inventory_LF_Combat_T3_Aggressive_ContainerSlot_Weapon1,,
inventorylfcombatt3aggressivecontainerslotweapon2,-427223281,DA_Inventory_LF_Combat_T3_Aggressive_ContainerSlot_Weapon2,,
inventorylfcombatt3flanking,12511734,DA_Inventory_LF_Combat_T3_Flanking,,
inventorylfcombatt3flankingcontaineritemarmor,-1234136827,DA_Inventory_LF_Combat_T3_Flanking_ContainerItem_Armor,,
inventorylfcombatt3flankingcontaineritemauxiliary,997098278,DA_Inventory_LF_Combat_T3_Flanking_ContainerItem_Auxiliary,,
inventorylfcombatt3flankingcontaineritembackpack,-778848173,DA_Inventory_LF_Combat_T3_Flanking_ContainerItem_Backpack,,
inventorylfcombatt3flankingcontaineritembelt,-477387041,DA_Inventory_LF_Combat_T3_Flanking_ContainerItem_Belt,,
inventorylfcombatt3flankingcontaineritemmelee,-61772393,DA_Inventory_LF_Combat_T3_Flanking_ContainerItem_Melee,,
inventorylfcombatt3flankingcontaineritemsafepocket,622605322,DA_Inventory_LF_Combat_T3_Flanking_ContainerItem_SafePocket,,
inventorylfcombatt3flankingcontaineritemweapon1,-682383645,DA_Inventory_LF_Combat_T3_Flanking_ContainerItem_Weapon1,,
inventorylfcombatt3flankingcontaineritemweapon2,-481313555,DA_Inventory_LF_Combat_T3_Flanking_ContainerItem_Weapon2,,
inventorylfcombatt3flankingcontainerslotarmor,-1442723526,DA_Inventory_LF_Combat_T3_Flanking_ContainerSlot_Armor,,
inventorylfcombatt3flankingcontainerslotauxiliary,-88948473,DA_Inventory_LF_Combat_T3_Flanking_ContainerSlot_Auxiliary,,
inventorylfcombatt3flankingcontainerslotbackpack,563889130,DA_Inventory_LF_Combat_T3_Flanking_ContainerSlot_Backpack,,
inventorylfcombatt3flankingcontainerslotbelt,-385432610,DA_Inventory_LF_Combat_T3_Flanking_ContainerSlot_Belt,,
inventorylfcombatt3flankingcontainerslotmelee,1387650648,DA_Inventory_LF_Combat_T3_Flanking_ContainerSlot_Melee,,
inventorylfcombatt3flankingcontainerslotsafepocket,-92123513,DA_Inventory_LF_Combat_T3_Flanking_ContainerSlot_SafePocket,,
inventorylfcombatt3flankingcontainerslotweapon1,-1951392437,DA_Inventory_LF_Combat_T3_Flanking_ContainerSlot_Weapon1,,
inventorylfcombatt3flankingcontainerslotweapon2,1203548207,DA_Inventory_LF_Combat_T3_Flanking_ContainerSlot_Weapon2,,
inventorylfdefensive,-960125620,DA_Inventory_LF_Defensive,,
inventorylfdefensivecontaineritemarmor,372389825,DA_Inventory_LF_Defensive_ContainerItem_Armor,,
inventorylfdefensivecontaineritembackpack,997787584,DA_Inventory_LF_Defensive_ContainerItem_Backpack,,
inventorylfdefensivecontaineritembelt,1514558783,DA_Inventory_LF_Defensive_ContainerItem_Belt,,
inventorylfdefensivecontaineritemgadget,927728497,DA_Inventory_LF_Defensive_ContainerItem_Gadget,,
inventorylfdefensivecontaineritemmelee,347232696,DA_Inventory_LF_Defensive_ContainerItem_Melee,,
inventorylfdefensivecontaineritemsafepocket,521178632,DA_Inventory_LF_Defensive_ContainerItem_SafePocket,,
inventorylfdefensivecontaineritemweapon1,1594334574,DA_Inventory_LF_Defensive_ContainerItem_Weapon1,,
inventorylfdefensivecontainerslotarmor,-349718283,DA_Inventory_LF_Defensive_ContainerSlot_Armor,,
inventorylfdefensivecontainerslotbackpack,1490539827,DA_Inventory_LF_Defensive_ContainerSlot_Backpack,,
inventorylfdefensivecontainerslotbelt,1129923159,DA_Inventory_LF_Defensive_ContainerSlot_Belt,,
inventorylfdefensivecontainerslotgadget,-119273512,DA_Inventory_LF_Defensive_ContainerSlot_Gadget,,
inventorylfdefensivecontainerslotmelee,1968366773,DA_Inventory_LF_Defensive_ContainerSlot_Melee,,
inventorylfdefensivecontainerslotsafepocket,-1356651917,DA_Inventory_LF_Defensive_ContainerSlot_SafePocket,,
inventorylfdefensivecontainerslotweapon1,-1129262472,DA_Inventory_LF_Defensive_ContainerSlot_Weapon1,,
inventorylflootingfreeloadout,-344103425,DA_Inventory_LF_Looting_FreeLoadout,,
inventorylflootingfreeloadoutcontaineritemarmor,-1226397626,DA_Inventory_LF_Looting_FreeLoadout_ContainerItem_Armor,,
inventorylflootingfreeloadoutcontaineritembackpack,-248702078,DA_Inventory_LF_Looting_FreeLoadout_ContainerItem_Backpack,,
inventorylflootingfreeloadoutcontaineritembelt,-762891989,DA_Inventory_LF_Looting_FreeLoadout_ContainerItem_Belt,,
